,tag,accelometer_x,accelometer_y,accelometer_z,gyroscope_x,gyroscope_y,gyroscope_z,angle,diff,base
0,up,-1.3910737037658691,-0.31604427099227905,9.5435791015625,-0.007839233614504337,0.006535647436976433,0.09727112948894501,0.0,0.0,65.45415493681037
1,up,-1.3910737037658691,-0.31604427099227905,9.5435791015625,-0.004174042027443647,0.00042699481127783656,0.11315362900495529,0.18692370455164564,0.18692370455164564,65.45415493681037
2,up,-0.22266755998134613,0.4142095446586609,9.670475959777832,-0.007228368427604437,-0.0014056009240448475,0.09604939818382263,0.4583916830315502,0.27146797847990456,65.45415493681037
3,up,-0.2298503816127777,0.2729473412036896,9.68484115600586,-0.004174042027443647,0.002870455849915743,0.060008347034454346,0.7288820242971497,0.27049034126559945,65.45415493681037
4,up,-0.22745610773563385,0.27534160017967224,9.66329288482666,-0.004784907214343548,-0.002016466110944748,0.06123007833957672,0.9164680043546696,0.18758598005751992,65.45415493681037
5,up,-0.33519846200942993,0.30886146426200867,9.7016019821167,-0.0011197160929441452,0.00042699481127783656,0.07344737648963928,1.374167224627513,0.4576992202728434,65.45415493681037
6,up,-0.24661029875278473,0.35674694180488586,9.66329288482666,-0.003563176840543747,0.0034813210368156433,0.08444295823574066,1.374167224627513,0.0,65.45415493681037
7,up,-0.31125572323799133,0.39505535364151,9.696812629699707,-0.0029523116536438465,0.007146512623876333,0.09177333861589432,1.6427292944574674,0.26856206982995445,65.45415493681037
8,up,-0.23463892936706543,0.241821750998497,9.658504486083984,-0.003563176840543747,0.011422568932175636,0.10521237552165985,2.0989836527228363,0.45625435826536886,65.45415493681037
9,up,-0.3208328187465668,0.24661029875278473,9.66089916229248,0.001323745003901422,-0.00507079204544425,0.15102726221084595,2.3655000403446707,0.2665163876218344,65.45415493681037
10,up,-0.2705530524253845,0.1652049571275711,9.651321411132812,0.0007128797005861998,-0.01301204040646553,0.16690975427627563,2.288207071182285,-0.07729296916238582,65.45415493681037
11,up,-0.22745610773563385,0.28013014793395996,9.670475959777832,0.0001020144991343841,-0.009346849285066128,0.17485101521015167,2.288207071182285,0.0,65.45415493681037
12,up,-0.26337021589279175,0.30886146426200867,9.658504486083984,-0.0011197160929441452,-0.002016466110944748,0.16202284395694733,2.020658975506251,-0.2675480956760339,65.45415493681037
13,up,-0.1484450399875641,0.2729473412036896,9.672870635986328,-0.0029523116536438465,0.0022595906630158424,0.15102726221084595,2.020658975506251,0.0,65.45415493681037
14,up,-0.1532335877418518,0.21548473834991455,9.71117877960205,-0.0066175032407045364,-0.002627331530675292,0.15713591873645782,1.8314332548449102,-0.1892257206613408,65.45415493681037
15,up,-0.18435916304588318,0.3735068738460541,9.66329288482666,-0.003563176840543747,-0.006292522884905338,0.13086871802806854,1.7520698647976474,-0.07936339004726278,65.45415493681037
16,up,-0.031125571578741074,0.22745610773563385,9.648927688598633,-0.0017305812798440456,-0.00445992685854435,0.1076558381319046,1.5628533613640343,-0.18921650343361307,65.45415493681037
17,up,0.014365648850798607,0.29928433895111084,9.694418907165527,0.0019346101908013225,-0.0075142537243664265,0.06123007833957672,1.4824488490795034,-0.08040451228453094,65.45415493681037
18,up,0.07422251999378204,0.18435916304588318,9.694418907165527,0.001323745003901422,-0.014233771711587906,0.06794959306716919,1.2118037864798907,-0.27064506259961263,65.45415493681037
19,up,-0.10295381397008896,0.2609759569168091,9.696812629699707,0.003156340913847089,-0.01301204040646553,0.056954022496938705,1.2932531980073918,0.08144941152750107,65.45415493681037
20,up,-0.3423812985420227,0.2968900799751282,9.670475959777832,0.0007128797005861998,-0.017288098111748695,0.039238929748535156,1.1045911154819805,-0.18866208252541128,65.45415493681037
21,up,-0.16999350488185883,0.1652049571275711,9.636956214904785,0.0019346101908013225,-0.00507079204544425,0.022745566442608833,0.9164680043546696,-0.18812311112731095,65.45415493681037
