,tag,accelometer_x,accelometer_y,accelometer_z,gyroscope_x,gyroscope_y,gyroscope_z,speed
0,up,0.5674431324005127,0.6871568560600281,9.73272705078125,-0.003803857835009694,0.02155376970767975,0.003731164848431945,
1,up,-0.6847625970840454,2.885101079940796,9.715967178344727,0.005359120666980743,0.007503868546336889,-0.2143477350473404,
2,up,-0.2777358889579773,1.6281068325042725,9.715967178344727,0.010246043093502522,-0.013876414857804775,-0.3572901785373688,
3,up,-0.7733507752418518,1.8196488618850708,9.756669998168945,0.005969985853880644,-0.023650258779525757,-0.19602178037166595,
4,up,-0.8739103078842163,1.9369683265686035,9.670475959777832,0.005969985853880644,0.02399723045527935,-0.08606602251529694,
5,up,-0.876304566860199,1.4509304761886597,9.687235832214355,-0.0007495316094718874,0.003838677192106843,-0.11233323067426682,
6,up,0.1771763414144516,0.25139886140823364,9.586676597595215,-0.0025821272283792496,0.009947329759597778,0.12834766507148743,
7,up,0.39505535364151,-0.8978530764579773,9.622590065002441,-0.001971262041479349,0.0026169465854763985,0.28289657831192017,
8,up,-0.2490045726299286,-1.3288224935531616,9.692024230957031,0.0010830641258507967,0.006893003359436989,0.2804531157016754,
9,up,0.06703969836235046,-1.8268316984176636,9.641744613647461,-0.00013866640802007169,0.006282138172537088,0.28961607813835144,
10,up,0.5123748183250427,-1.9992194175720215,9.677659034729004,-0.005025588441640139,0.0032278120052069426,0.22486437857151031,
11,up,-0.5147690773010254,-2.26019549369812,9.66089916229248,-0.003803857835009694,0.006893003359436989,0.39468494057655334,
12,up,0.2849186956882477,-2.0279507637023926,9.534002304077148,-0.0007495316094718874,0.00811473373323679,0.27251186966896057,
13,up,0.13886794447898865,-1.3575538396835327,9.629773139953613,-0.0025821272283792496,0.005671272985637188,0.3109963536262512,
14,up,-0.15562786161899567,-0.2968900799751282,9.696812629699707,-0.003803857835009694,0.006893003359436989,0.2957247495651245,
15,up,-0.07422251999378204,0.1364736706018448,9.68484115600586,0.0023047944996505976,0.006282138172537088,0.05626557394862175,
16,up,0.004788549616932869,-0.03591412305831909,9.677659034729004,0.0016939293127506971,0.0050604077987372875,-0.05796622484922409,
17,down,1.3096683025360107,-1.2306572198867798,9.723150253295898,-0.0013603968545794487,0.016666846349835396,0.09536095708608627,
18,down,-0.014365648850798607,-1.7741576433181763,9.56273365020752,-0.001971262041479349,0.008725599385797977,0.22364264726638794,
19,down,-0.09816526621580124,-2.269772529602051,9.71357250213623,0.0023047944996505976,0.01239079050719738,-0.15142861008644104,
20,down,-0.5339232683181763,-1.4700847864151,9.7016019821167,0.003526525106281042,0.005671272985637188,-0.13065919280052185,
21,down,0.15802213549613953,-1.3072741031646729,9.555550575256348,-0.00013866640802007169,0.010558195412158966,-0.06468574702739716,
22,down,0.3663240373134613,-0.7637736797332764,9.627379417419434,0.003526525106281042,0.01239079050719738,0.11063258349895477,
23,down,-0.4980091452598572,0.08619388937950134,9.689630508422852,0.0023047944996505976,0.0007843509665690362,-0.012151331640779972,
