,tag,accelometer_x,accelometer_y,accelometer_z,gyroscope_x,gyroscope_y,gyroscope_z,angle,diff,base
0,up,-0.09098244458436966,0.004788549616932869,9.624984741210938,0.006815423257648945,-0.0004966334672644734,0.08186327666044235,0.5236663911324513,1.4892490220390187,276.45881637871867
1,up,0.014365648850798607,3.043123245239258,9.723150253295898,0.0013176363427191973,0.011109805665910244,0.08919365704059601,0.5236663911324513,0.0,276.45881637871867
2,up,-0.40942099690437317,1.80049467086792,9.66329288482666,0.006815423257648945,0.010498941875994205,0.07331115752458572,0.5236663911324513,0.0,276.45881637871867
3,up,-0.6416656374931335,0.4309694766998291,9.696812629699707,0.0007067710976116359,0.010498941875994205,0.0641481801867485,0.5236663911324513,0.0,276.45881637871867
4,up,-0.3184385597705841,-0.39984390139579773,9.68484115600586,0.0007067710976116359,0.007444615010172129,0.040324434638023376,0.5236663911324513,0.0,276.45881637871867
5,up,-0.08379961550235748,-0.15562786161899567,9.71357250213623,-0.0035692856181412935,0.00011423179967096075,0.04276789724826813,0.5236663911324513,0.0,276.45881637871867
6,up,-0.06703969836235046,0.337592750787735,9.71117877960205,-0.0035692856181412935,0.012331536039710045,0.0641481801867485,0.5236663911324513,0.0,276.45881637871867
7,up,-0.22506183385849,0.8739103078842163,9.715967178344727,-0.004180151037871838,0.012331536039710045,0.08003067970275879,0.5236663911324513,0.0,276.45881637871867
8,up,-0.34477555751800537,0.8379961848258972,9.718361854553223,0.0007067710976116359,-0.016379129141569138,0.0995783656835556,0.5236663911324513,0.0,276.45881637871867
9,up,-0.38547825813293457,0.7733507752418518,9.71117877960205,0.0013176363427191973,0.017829325050115585,0.11118480563163757,0.5236663911324513,0.0,276.45881637871867
10,up,-0.42857518792152405,0.7853221297264099,9.718361854553223,0.007426288444548845,-0.01393566932529211,0.11851519346237183,0.5236663911324513,0.0,276.45881637871867
11,up,-0.42378664016723633,0.7589851021766663,9.718361854553223,0.002539366716518998,-0.004161824472248554,0.1148499995470047,0.5236663911324513,0.0,276.45881637871867
12,up,-0.4261809289455414,0.651242733001709,9.71357250213623,0.02697397582232952,-0.020655184984207153,0.05376347526907921,0.5236663911324513,0.0,276.45881637871867
13,up,-0.19633053243160248,0.541106104850769,9.703995704650879,0.016589267179369926,0.00500115379691124,0.02993972785770893,0.5236663911324513,0.0,276.45881637871867
14,up,-0.0766167938709259,0.6009629964828491,9.720755577087402,0.0007067710976116359,-0.010270477272570133,0.007337713148444891,0.5236663911324513,0.0,276.45881637871867
15,up,0.0,0.6392713785171509,9.720755577087402,0.020254459232091904,0.014774997718632221,0.022609343752264977,0.5236663911324513,0.0,276.45881637871867
16,up,-0.03351984918117523,0.56504887342453,9.715967178344727,0.00803715456277132,0.00011423179967096075,0.049487415701150894,0.5236663911324513,0.0,276.45881637871867
17,up,-0.11492519080638885,0.6392713785171509,9.720755577087402,0.006204558536410332,-0.0004966334672644734,0.08736106008291245,0.5236663911324513,0.0,276.45881637871867
18,up,-0.23942747712135315,0.7398309111595154,9.71117877960205,0.014145806431770325,0.008055480197072029,0.11057393997907639,0.5236663911324513,0.0,276.45881637871867
19,up,-0.2178790122270584,0.6033572554588318,9.718361854553223,-0.0005149593926034868,0.014774997718632221,0.1301216334104538,0.5236663911324513,0.0,276.45881637871867
20,up,-0.17238777875900269,0.6105400919914246,9.692024230957031,-0.0011258246377110481,0.0062228841707110405,0.12218037992715836,0.5236663911324513,0.0,276.45881637871867
21,up,-0.06943397223949432,0.483643501996994,9.708784103393555,0.007426288444548845,-0.01882258988916874,0.09896750003099442,0.5236663911324513,0.0,276.45881637871867
22,up,0.021548472344875336,0.6320885419845581,9.71117877960205,0.014756672084331512,0.007444615010172129,0.037880972027778625,0.5236663911324513,0.0,276.45881637871867
23,up,-0.05267404764890671,0.46448931097984314,9.703995704650879,0.01842186413705349,-0.0017183638410642743,0.00550511758774519,0.5236663911324513,0.0,276.45881637871867
24,up,-0.11492519080638885,0.4740664064884186,9.71117877960205,0.028195707127451897,-0.0023292291443794966,-0.03420112282037735,0.5236663911324513,0.0,276.45881637871867
25,up,-0.2729473412036896,0.46448931097984314,9.692024230957031,0.014145806431770325,0.009888076223433018,-0.06474438309669495,0.5236663911324513,0.0,276.45881637871867
26,up,-0.20351335406303406,0.5171633362770081,9.73272705078125,0.012313210405409336,0.004390288144350052,-0.030535932630300522,0.5236663911324513,0.0,276.45881637871867
27,up,-0.14605076611042023,0.6392713785171509,9.71357250213623,0.02697397582232952,-0.016379129141569138,0.09102625399827957,0.5236663911324513,0.0,276.45881637871867
28,up,-0.028731297701597214,0.5195576548576355,9.840469360351562,0.02086532488465309,-0.012103073298931122,0.16982786357402802,0.5236663911324513,0.0,276.45881637871867
29,up,-0.014365648850798607,0.6153286099433899,9.670475959777832,0.015367536805570126,0.00011423179967096075,0.21991881728172302,0.5236663911324513,0.0,276.45881637871867
30,up,0.07422251999378204,0.5578660368919373,9.71117877960205,0.025141380727291107,-0.0035509595181792974,0.25412726402282715,0.5236663911324513,0.0,276.45881637871867
31,up,0.28731298446655273,0.3591412305831909,9.68244743347168,0.013534941710531712,0.011109805665910244,0.25412726402282715,0.5236663911324513,0.0,276.45881637871867
32,up,0.20830190181732178,0.4860377907752991,9.627379417419434,0.016589267179369926,-0.0017183638410642743,0.16860614717006683,0.5236663911324513,0.0,276.45881637871867
33,up,-0.2178790122270584,0.4549122154712677,9.715967178344727,-0.01517572533339262,-0.019433455541729927,0.02993972785770893,0.5236663911324513,0.0,276.45881637871867
34,up,-0.25858166813850403,0.2490045726299286,9.63216781616211,-0.012732264585793018,-0.008437881246209145,-0.021372953429818153,0.5236663911324513,0.0,276.45881637871867
35,up,-0.2537931203842163,0.5530774593353271,9.811738014221191,-0.006623611785471439,0.007444615010172129,-0.07879428565502167,0.5236663911324513,0.0,276.45881637871867
36,up,-0.07901106774806976,0.5698373913764954,9.692024230957031,0.0049828276969492435,-0.008437881246209145,-0.09895284473896027,0.5236663911324513,0.0,276.45881637871867
37,up,0.0885881707072258,0.5937801599502563,9.720755577087402,-0.0029584201984107494,0.012331536039710045,-0.09467677772045135,0.5236663911324513,0.0,276.45881637871867
38,up,0.3064671754837036,0.42857518792152405,9.569916725158691,-0.03411255031824112,-0.016989996656775475,-0.12155485898256302,0.5236663911324513,0.0,276.45881637871867
39,up,0.337592750787735,0.29928433895111084,9.680052757263184,-0.023116974160075188,0.0007250970811583102,-0.1026180312037468,0.5236663911324513,0.0,276.45881637871867
