,tag,accelometer_x,accelometer_y,accelometer_z,gyroscope_x,gyroscope_y,gyroscope_z,angle,diff
0,up,-0.37590113282203674,1.2498114109039307,9.529213905334473,-0.0015638150507584214,0.003161838511005044,-0.03293907642364502,97.64111497685258,1.6446411906771345
1,up,-0.37590113282203674,1.2498114109039307,9.529213905334473,-0.00583987170830369,-0.0035576792433857918,0.005545434542000294,97.64111497685258,0.0
2,up,-0.7110996246337891,1.9273911714553833,9.718361854553223,-0.007672467734664679,0.0013292428338900208,0.389779657125473,97.64111497685258,0.0
3,up,-0.6033572554588318,2.2218871116638184,9.792584419250488,0.004544837400317192,-0.004168544430285692,0.25050240755081177,97.64111497685258,0.0
4,up,0.004788549616932869,2.2554068565368652,9.641744613647461,0.002712241606786847,0.0013292428338900208,0.18147462606430054,97.64111497685258,0.0
5,up,0.17238777875900269,2.0327394008636475,9.457385063171387,0.004544837400317192,0.0019401080207899213,0.2724935710430145,97.64111497685258,0.0
6,up,-0.34477555751800537,1.6472610235214233,9.756669998168945,0.005766567774116993,0.007437895517796278,0.37878409028053284,97.64111497685258,0.0
7,up,0.4309694766998291,1.3767080307006836,9.49090576171875,0.007599163334816694,0.00927049107849598,0.11855550110340118,97.64111497685258,0.0
8,up,0.3591412305831909,1.831620216369629,9.799766540527344,-0.00645073689520359,0.008048760704696178,-0.023165231570601463,97.64111497685258,0.0
9,up,-0.7254652380943298,1.4150164127349854,9.404711723327637,-0.01072679366916418,-0.007833736017346382,0.228511244058609,97.64111497685258,0.0
10,up,-0.8499675393104553,1.2785427570343018,9.768641471862793,-0.0052290065214037895,-0.0023359486367553473,0.21079616248607635,97.64111497685258,0.0
11,up,0.2298503816127777,0.876304566860199,9.749486923217773,0.013707815669476986,0.015379143878817558,0.1637595295906067,97.64111497685258,0.0
12,up,-0.50519198179245,0.9481328129768372,9.80216121673584,0.008820894174277782,-0.0005033529596403241,0.014097548089921474,97.64111497685258,0.0
13,up,-0.4597007632255554,1.2929084300994873,9.83328628540039,0.002712241606786847,0.003161838511005044,-0.21864210069179535,97.64111497685258,0.0
14,up,0.5363175868988037,0.541106104850769,9.840469360351562,0.010653490200638771,-0.010277196764945984,-0.11662761867046356,97.64111497685258,0.0
