,tag,accelometer_x,accelometer_y,accelometer_z,gyroscope_x,gyroscope_y,gyroscope_z,speed
0,up,0.337592750787735,1.319245457649231,9.66329288482666,0.008861211128532887,0.012727377004921436,-0.008627249859273434,
1,up,-1.228263020515442,1.1468576192855835,9.996097564697266,0.012526402249932289,0.019446896389126778,-0.37575727701187134,
2,up,-0.4908263385295868,1.0486923456192017,9.799766540527344,0.0009199630585499108,0.0023426683619618416,0.02619207091629505,
3,up,-0.028731297701597214,1.0247496366500854,9.531607627868652,0.0009199630585499108,0.004175263922661543,0.1483651101589203,
4,up,0.023942748084664345,0.8667274713516235,9.703995704650879,-0.002134363166987896,-0.000711657979991287,0.05917879194021225,
5,up,-0.2777358889579773,1.0199611186981201,9.670475959777832,0.00030909781344234943,0.005396994762122631,0.0970524400472641,
6,up,0.08379961550235748,0.9624984860420227,9.809344291687012,-0.00274522858671844,0.005396994762122631,0.1734105944633484,
7,up,-0.20590762794017792,0.6943396925926208,9.246688842773438,-0.0009126326767727733,0.0029535333160310984,0.17890839278697968,
8,up,-0.14365649223327637,0.6440598964691162,9.859623908996582,-0.003966959193348885,-0.0019333885284140706,0.16424761712551117,
9,up,-0.2178790122270584,0.4980091452598572,9.452596664428711,-0.00274522858671844,-0.0001007927639875561,0.1471433937549591,
10,up,0.07901106774806976,-0.17238777875900269,9.749486923217773,-0.003356093540787697,-0.004987714812159538,0.19967779517173767,
11,up,-0.8619389533996582,0.42378664016723633,9.814132690429688,-0.003966959193348885,-0.004987714812159538,0.08605685830116272,
12,up,0.08140534162521362,-0.36392977833747864,9.883566856384277,-0.006410419940948486,-0.005598579999059439,0.18684962391853333,
13,up,-0.1532335877418518,-0.4716721475124359,9.689630508422852,-0.0015234979800879955,0.001120937755331397,0.1074371486902237,
14,up,-0.19154198467731476,-0.37590113282203674,9.177255630493164,-0.005188689101487398,-0.000711657979991287,0.10132849216461182,
15,up,-0.2777358889579773,-0.2298503816127777,9.567522048950195,-0.00274522858671844,-0.0031551190186291933,0.1172109916806221,
16,up,0.03591412305831909,0.15083931386470795,10.49410629272461,-0.0015234979800879955,-0.0037659842055290937,0.17890839278697968,
17,up,0.3256213665008545,-0.24661029875278473,9.335277557373047,-0.004577823914587498,-0.0037659842055290937,0.15080857276916504,
18,up,0.2729473412036896,-0.26337021589279175,9.387951850891113,-0.003356093540787697,-0.006209445185959339,0.04757235199213028,
19,up,-0.38547825813293457,-0.23463892936706543,9.672870635986328,-0.0015234979800879955,-0.0001007927639875561,-0.08681800216436386,
20,up,-0.011971374042332172,-0.5698373913764954,9.766246795654297,-0.005799554754048586,-0.0001007927639875561,-0.020844554528594017,
21,up,0.1532335877418518,-0.6368771195411682,9.457385063171387,-0.0003017674316652119,0.0005100724520161748,0.009698707610368729,
22,up,0.20351335406303406,-0.0885881707072258,9.42386531829834,0.0021416936069726944,0.004786129109561443,-0.026953207328915596,
23,up,-0.3830839693546295,-0.8116591572761536,9.706390380859375,0.0015308283036574721,-0.0037659842055290937,-0.09903530776500702,
24,up,-0.05746259540319443,-0.8882759809494019,10.04158878326416,0.005806885194033384,0.001120937755331397,-0.0697137787938118,
25,up,-0.07901106774806976,-1.4964218139648438,9.969759941101074,0.005196019541472197,-0.004376849625259638,-0.010459845885634422,
26,up,-0.1245022863149643,-1.412622094154358,9.61061954498291,0.0021416936069726944,-0.000711657979991287,-0.08193107694387436,
27,up,-0.03351984918117523,-1.7933118343353271,9.723150253295898,0.00030909781344234943,0.0017318029422312975,-0.12835684418678284,
28,up,-0.5171633362770081,-0.9577099084854126,9.450202941894531,0.005196019541472197,-0.002544253831729293,-0.09353752434253693,
29,up,-0.09816526621580124,0.05027977004647255,9.658504486083984,0.0015308283036574721,-0.0001007927639875561,-0.0025185972917824984,
30,down,-0.07422251999378204,-0.023942748084664345,9.7016019821167,-0.0015234979800879955,-0.0013225232250988483,0.002368324436247349,
31,down,-0.3016786277294159,-0.5099805593490601,9.723150253295898,-0.003356093540787697,-0.005598579999059439,-0.0025185972917824984,
32,down,-0.009577099233865738,-0.7182824611663818,9.615407943725586,-0.011297342367470264,0.026777278631925583,-0.006794653832912445,
33,down,0.12689656019210815,-0.8044763207435608,9.395133972167969,-0.014962532557547092,0.0035643987357616425,-0.05749646574258804,
34,down,-0.07182824611663818,-0.46927785873413086,9.814132690429688,-0.044894929975271225,0.023112086579203606,-0.06177252531051636,
35,down,-0.05985686928033829,-0.7996878027915955,10.070320129394531,-0.06994040310382843,0.06526178866624832,-0.07826588302850723,
