,tag,accelometer_x,accelometer_y,accelometer_z,gyroscope_x,gyroscope_y,gyroscope_z,angle,diff
0,up,-0.16999350488185883,0.004788549616932869,9.59385871887207,-0.002317011822015047,-0.0067531149834394455,0.10965092480182648,133.60281955023316,-0.9210473869430871
1,up,-0.16999350488185883,0.004788549616932869,9.59385871887207,-0.0010952813317999244,-0.0067531149834394455,0.12308996170759201,133.60281955023316,0.0
2,up,-0.09337671846151352,0.0885881707072258,9.675264358520508,0.0025699101388454437,-0.004920519422739744,0.07666420191526413,133.60281955023316,0.0
3,up,-0.45012366771698,0.8834874033927917,9.672870635986328,0.004402505699545145,-0.0024770586751401424,0.06505776196718216,133.60281955023316,0.0
4,up,-0.4261809289455414,1.0319324731826782,9.71357250213623,0.0013481795322149992,-0.001255328068509698,0.06994467973709106,133.60281955023316,0.0
5,up,-0.3735068738460541,0.924190104007721,9.715967178344727,0.0013481795322149992,0.0005772676668129861,0.04245574399828911,133.60281955023316,0.0
6,up,-0.5219519138336182,0.706311047077179,9.703995704650879,-0.0010952813317999244,-0.0036987890489399433,0.03879055380821228,133.60281955023316,0.0
7,up,-0.41660380363464355,0.5794144868850708,9.687235832214355,-0.004760472569614649,0.014627168886363506,0.016799405217170715,133.60281955023316,0.0
8,up,-0.1532335877418518,0.7134938836097717,9.71357250213623,-0.0017061466351151466,0.004242459312081337,0.10537486523389816,133.60281955023316,0.0
9,up,0.08619388937950134,1.0846065282821655,9.706390380859375,-0.002317011822015047,-0.0024770586751401424,0.1438593715429306,133.60281955023316,0.0
10,up,-0.19154198467731476,1.1372805833816528,9.689630508422852,-0.0017061466351151466,0.015848899260163307,0.07727506011724472,133.60281955023316,0.0
11,up,-0.08140534162521362,0.8260248303413391,9.687235832214355,-0.004760472569614649,0.028066204860806465,0.04673180356621742,133.60281955023316,0.0
12,up,-0.08140534162521362,0.8260248303413391,9.703995704650879,-0.0017061466351151466,0.002409863518550992,0.09437929093837738,133.60281955023316,0.0
13,up,0.03351984918117523,0.35674694180488586,10.175667762756348,-0.010258260183036327,-0.009807441383600235,0.10537486523389816,133.60281955023316,0.0
14,up,-0.4429408311843872,0.8260248303413391,9.699207305908203,-0.004149607848376036,0.006075054872781038,0.05589478090405464,133.60281955023316,0.0
15,up,-0.5818088054656982,0.4956148862838745,9.708784103393555,-0.0017061466351151466,0.003020728472620249,0.02657325007021427,133.60281955023316,0.0
16,up,-0.17957061529159546,0.6392713785171509,9.720755577087402,-0.003538742195814848,0.007296785246580839,-0.05222836509346962,133.60281955023316,0.0
17,up,0.08379961550235748,0.8930644989013672,9.656110763549805,-0.009036529809236526,-0.0067531149834394455,0.010079887695610523,133.60281955023316,0.0
18,up,-0.42378664016723633,1.1037607192993164,9.720755577087402,0.0007373143453150988,0.008518515154719353,-0.027182891964912415,133.451842301022,-0.1509772492111665
19,up,-0.1245022863149643,0.7518022656440735,9.648927688598633,-0.0010952813317999244,-0.0153052294626832,-0.023517699912190437,133.451842301022,0.0
20,up,0.0885881707072258,0.8595446348190308,9.68484115600586,-0.004149607848376036,-3.3597589208511636e-05,0.017410270869731903,133.451842301022,0.0
21,up,-0.04309694468975067,0.5913859009742737,9.665687561035156,-0.003538742195814848,0.01340543758124113,-0.07116518914699554,133.451842301022,0.0
22,up,-0.1245022863149643,0.2537931203842163,9.715967178344727,0.0037916405126452446,-0.0018661932554095984,-0.024739431217312813,133.451842301022,0.0
