,tag,accelometer_x,accelometer_y,accelometer_z,gyroscope_x,gyroscope_y,gyroscope_z,speed
0,up,-0.0766167938709259,0.07901106774806976,9.641744613647461,0.0003597996255848557,0.0011148290941491723,0.00011545353481778875,
1,up,-0.0885881707072258,0.06703969836235046,9.665687561035156,0.001581530086696148,0.0011148290941491723,0.00011545353481778875,
2,up,-0.11971373856067657,0.08619388937950134,9.656110763549805,0.003414125880226493,0.006001750938594341,0.005613240879029036,
3,up,-0.09816526621580124,0.028731297701597214,9.627379417419434,0.002803260460495949,0.005390885751694441,0.02088487334549427,
4,up,-0.1005595400929451,0.031125571578741074,9.636956214904785,0.00463585602119565,0.010888672433793545,0.00011545353481778875,
5,up,-0.8427847623825073,4.072661399841309,9.696812629699707,0.0009706648415885866,0.0072234817780554295,-0.0004954117466695607,
6,up,-0.5554717779159546,2.102173328399658,9.646533012390137,0.0003597996255848557,0.00478002056479454,0.003780644852668047,
7,up,1.752609133720398,0.699128270149231,9.653716087341309,0.00463585602119565,-0.00804814975708723,0.45826438069343567,
8,up,0.49322059750556946,1.52036452293396,9.687235832214355,-0.003916257061064243,0.009666942991316319,0.11434724926948547,
9,up,-1.6616266965866089,1.781340479850769,9.586676597595215,0.003414125880226493,0.008445212617516518,-0.598532497882843,
10,up,0.25618740916252136,0.9050358533859253,9.608224868774414,0.003414125880226493,0.00478002056479454,-0.30348455905914307,
11,up,0.2705530524253845,-0.05746259540319443,9.586676597595215,-0.001472796080633998,0.000503963849041611,0.1583295613527298,
12,up,-0.9409499764442444,0.2490045726299286,9.68244743347168,-0.0026945266872644424,0.002336559584364295,-0.0737992376089096,
13,up,-0.3064671754837036,-0.5147690773010254,9.639349937438965,-0.0008619308355264366,-0.0037720927502959967,0.006224106065928936,
14,up,-0.10534809529781342,-0.9074301719665527,9.601041793823242,-0.0026945266872644424,-0.00010690141789382324,0.17237944900989532,
15,up,-0.3232271075248718,-0.7326480746269226,9.61061954498291,-0.003916257061064243,-0.0037720927502959967,0.07647360861301422,
16,up,-0.5075862407684326,-0.9960182905197144,9.653716087341309,0.00463585602119565,0.003558289958164096,0.07341928035020828,
17,up,0.10774236917495728,-1.1755889654159546,9.675264358520508,-0.003916257061064243,-0.00010690141789382324,0.1534426212310791,
18,up,-0.1652049571275711,-0.6296942830085754,9.68484115600586,-0.0026945266872644424,0.000503963849041611,0.1784881055355072,
19,up,0.2537931203842163,-0.39266106486320496,9.668081283569336,-0.0026945266872644424,0.003558289958164096,0.07708447426557541,
20,down,0.5865973234176636,-2.8420042991638184,9.44301986694336,-0.0002510656195227057,0.002336559584364295,0.0013371841050684452,
21,down,-0.5506832003593445,-1.3671308755874634,9.641744613647461,0.019296621903777122,-0.020265454426407814,-0.05852761119604111,
22,down,-0.08140534162521362,-1.4269877672195435,9.598648071289062,0.002192395506426692,0.0017256942810490727,-0.11350548267364502,
23,down,0.009577099233865738,-1.082212209701538,9.601041793823242,0.003414125880226493,-0.00010690141789382324,-0.07685356587171555,
24,down,-0.28013014793395996,-1.1205205917358398,9.636956214904785,0.005246721673756838,-0.005604688543826342,-0.10739682614803314,
25,down,0.03830839693546295,-0.3902668058872223,9.66089916229248,0.00463585602119565,-0.00743728457018733,-0.13855096697807312,
26,down,0.031125571578741074,-0.6201171875,9.620196342468262,0.003414125880226493,0.006001750938594341,-0.12694451212882996,
27,down,0.1364736706018448,-0.10774236917495728,9.720755577087402,0.007690182887017727,-0.00804814975708723,-0.09579039365053177,
28,down,-0.11013664305210114,-0.3735068738460541,9.680052757263184,-0.004527122713625431,0.02005165070295334,-0.11045115441083908,
29,down,0.05506832152605057,-0.46927785873413086,9.627379417419434,0.0009706648415885866,-0.0019394970731809735,-0.11350548267364502,
